,SEQ_NO,YEAR,ISO,COUNTRY_CDE,LAND_AREA,HARV_AREA,FERT,YIELD,AVG_TEMP_JAN,AVG_TEMP_FEB,AVG_TEMP_MAR,AVG_TEMP_APR,AVG_TEMP_MAY,AVG_TEMP_JUN,AVG_TEMP_JUL,AVG_TEMP_AUG,AVG_TEMP_SEP,AVG_TEMP_OCT,AVG_TEMP_NOV,AVG_TEMP_DEC,AVG_RF_JAN,AVG_RF_FEB,AVG_RF_MAR,AVG_RF_APR,AVG_RF_MAY,AVG_RF_JUN,AVG_RF_JUL,AVG_RF_AUG,AVG_RF_SEP,AVG_RF_OCT,AVG_RF_NOV,AVG_RF_DEC,AVG_Q1_TEMP,AVG_Q2_TEMP,AVG_Q3_TEMP,AVG_Q4_TEMP,AVG_Q4_RF,AVG_Q3_RF,AVG_Q2_RF,AVG_Q1_RF
70,72,2010,ARG,2,273669,215670,39.18,5.76,21.6277,19.9462,19.0416,13.6482,10.2304,8.40695,6.41267,8.26341,11.9437,14.8717,17.6103,20.3689,61.313,96.5549,65.2137,29.2779,43.5191,23.2262,27.4998,14.4193,38.7812,34.61,33.4878,56.7262,20.20516667,10.76185,8.87326,17.61696667,41.608,26.9001,32.00773333,74.36053333
71,73,2011,ARG,2,273669,257445,41.72,6.79,21.3367,19.9984,17.7872,14.7253,10.8847,7.94541,7.2453,8.42142,13.1684,14.7345,18.9789,20.8096,80.3229,83.5,46.5116,48.4976,21.8217,26.7778,27.9262,17.2629,17.571,55.2239,58.3671,38.8056,19.70743333,11.18513667,9.611706667,18.17433333,50.79886667,20.92003333,32.3657,70.1115
72,74,2012,ARG,2,273669,235372,34.53,6.66,22.5712,20.6436,18.5725,14.0977,11.871,8.09893,6.45212,10.0464,13.1845,15.5176,18.8304,20.2108,53.5069,83.7022,54.1622,44.9988,38.329,21.2483,8.77347,40.6018,26.5177,81.2869,48.669,85.0985,20.59576667,11.35587667,9.89434,18.18626667,71.6848,25.29765667,34.8587,63.79043333
73,75,2013,ARG,2,273669,232700,35.97,6.72,21.8616,20.4812,16.6663,15.3681,11.1221,9.23153,7.75271,8.41478,11.1703,15.907,18.2008,22.2358,50.411,54.9433,56.6772,37.3678,40.852,21.4334,22.2123,16.4212,26.8577,55.3837,59.883,43.6704,19.6697,11.90724333,9.112596667,18.7812,52.97903333,21.8304,33.21773333,54.0105
74,76,2014,ARG,2,273669,243200,35.49,6.5,21.81,19.6375,16.7276,13.9335,10.9886,8.38787,8.21392,10.9761,13.1007,16.8488,17.6442,19.8945,77.3255,86.0438,72.8163,71.2567,49.0892,30.825,32.6288,18.8924,42.2913,51.5211,61.6277,75.8857,19.3917,11.10332333,10.76357333,18.12916667,63.0115,31.27083333,50.3903,78.72853333
75,77,2015,ARG,2,273669,232590,27.64,6.7,21.2598,20.1724,18.9361,15.9691,12.1771,9.4441,8.29566,10.8121,11.6471,13.2553,17.2651,20.3117,79.6079,77.6096,52.4491,47.7955,41.319,27.8836,27.7458,47.287,19.1646,52.9467,66.1146,77.1702,20.12276667,12.5301,10.25162,16.94403333,65.4105,31.39913333,38.99936667,69.88886667
76,79,1991,AUS,3,768230,89000,28.11,8.84,28.2684,27.9415,25.7541,22.2463,18.4007,16.6841,14.5126,16.0875,19.6025,24.0968,25.3554,26.7959,129.356,120.705,14.5395,14.409,16.5958,35.7657,25.5389,12.3101,11.3334,7.32531,31.06,40.7107,27.32133333,19.11036667,16.7342,25.41603333,26.36533667,16.39413333,22.25683333,88.20016667
77,80,1992,AUS,3,768230,127000,30.04,8.83,27.5299,27.4986,26.454,22.7215,18.2617,15.1514,14.7177,15.8972,18.6117,21.8763,23.8451,26.3492,38.5146,83.813,34.2642,38.5486,40.5985,22.5384,10.8514,31.2504,30.5663,30.0231,31.4545,59.0463,27.16083333,18.71153333,16.40886667,24.02353333,40.17463333,24.2227,33.89516667,52.19726667
78,81,1993,AUS,3,768230,125000,32.65,7.64,28.4114,26.9377,25.6066,23.1719,18.5887,14.7781,15.026,16.4257,19.0132,21.8471,25.716,26.3739,86.6805,105.999,27.2647,8.61564,32.8567,26.4957,30.6003,21.0758,26.9027,29.7692,33.748,65.5673,26.98523333,18.84623333,16.82163333,24.64566667,43.02816667,26.19293333,22.65601333,73.31473333
79,82,1994,AUS,3,768230,132700,36.48,8.15,28.6203,27.1061,24.7469,21.8727,18.3158,14.9882,14.4436,15.4138,19.1802,23.054,25.4256,27.9447,40.109,102.583,47.3837,8.6341,10.9872,17.7449,8.60554,8.93583,6.79643,13.3436,24.7524,46.6411,26.82443333,18.39223333,16.34586667,25.47476667,28.2457,8.1126,12.4554,63.35856667
80,83,1995,AUS,3,768230,129200,46.57,8.8,28.1464,26.7689,24.8418,21.2076,17.5488,15.26,14.4776,16.919,20.1211,22.4124,25.5908,26.5282,106.524,95.9058,55.0052,26.9272,32.0923,27.937,23.1915,9.9982,18.4106,28.2008,42.0992,56.2069,26.5857,18.00546667,17.17256667,24.8438,42.16896667,17.2001,28.9855,85.81166667
81,84,1996,AUS,3,768230,149700,55.56,6.35,27.9174,27.4699,25.5502,21.6897,18.2965,16.9452,14.9305,16.4164,19.5699,23.0588,25.1612,26.9685,71.6004,40.4828,61.4987,38.5224,21.7733,28.5723,38.8258,23.983,23.3203,26.7865,21.3544,70.2033,26.97916667,18.97713333,16.97226667,25.06283333,39.44806667,28.7097,29.62266667,57.86063333
82,85,1997,AUS,3,768230,166700,54.78,8.33,27.4049,28.0478,24.6727,21.9664,17.7522,14.8343,13.4881,15.6403,20.0873,23.0519,25.8696,27.9143,118.041,115.73,40.6896,10.6108,42.8416,13.6632,12.3973,18.8567,27.8416,22.8253,28.9476,72.2227,26.70846667,18.1843,16.40523333,25.61193333,41.33186667,19.69853333,22.37186667,91.48686667
83,86,1998,AUS,3,768230,141200,51.07,9.43,28.644,28.4538,26.5978,22.292,19.1768,15.4407,14.3071,17.2443,20.1772,23.1524,25.2313,27.0559,75.1675,66.7334,37.8509,51.4769,23.6086,36.3639,42.0542,29.1673,33.2911,31.4745,53.7929,62.9338,27.89853333,18.96983333,17.24286667,25.14653333,49.4004,34.83753333,37.1498,59.91726667
84,87,1999,AUS,3,768230,151700,51.68,9.16,29.0046,27.1632,25.8685,20.8842,18.9017,15.3187,14.7157,16.5408,20.286,23.0679,23.6742,25.8806,81.7279,98.9297,86.2424,34.4682,24.0211,20.2046,18.8243,16.1779,13.6379,40.653,57.3115,85.0586,27.34543333,18.3682,17.18083333,24.20756667,61.0077,16.21336667,26.2313,88.96666667
85,88,2000,AUS,3,768230,133300,48.09,8.26,26.9125,27.1508,25.2061,21.6773,16.6272,14.0938,14.7065,15.6945,20.6112,22.0677,25.3575,26.9409,77.0933,151.706,100.164,74.4663,22.9261,16.3384,14.8696,18.4849,10.847,45.7208,63.5906,78.2158,26.42313333,17.4661,17.00406667,24.7887,62.50906667,14.73383333,37.91026667,109.6544333
86,89,2001,AUS,3,768230,176576,47.85,9.31,29.0295,27.476,24.5815,21.971,17.4261,15.585,14.3675,15.7516,19.7582,21.1909,24.4735,26.0967,63.7016,112.258,79.3673,16.0318,15.4872,24.93,23.1264,13.913,17.3694,37.6774,46.36,51.0908,27.029,18.32736667,16.62576667,23.92036667,45.04273333,18.13626667,18.81633333,85.10896667
87,90,2002,AUS,3,768230,144369,47.57,8.26,27.6223,26.3276,25.648,23.5724,19.1452,15.2271,14.4791,15.9424,19.8917,23.3329,26.5885,27.7587,60.087,105.206,21.7549,13.0428,11.3781,16.1196,8.2371,12.6798,11.085,6.85245,24.8415,35.4367,26.53263333,19.3149,16.77106667,25.89336667,22.37688333,10.6673,13.5135,62.3493
88,91,2003,AUS,3,768230,45838,46.21,9.56,28.5896,28.0535,24.9951,22.6592,18.8473,15.6438,14.8848,16.1982,20.0326,21.926,25.8132,27.9301,67.4694,117.643,38.8759,27.6298,15.9358,20.8619,15.5813,29.0122,13.6276,20.6634,29.5972,64.9195,27.21273333,19.0501,17.03853333,25.2231,38.39336667,19.40703333,21.47583333,74.66276667
89,92,2004,AUS,3,768230,66396,50.94,8.33,28.2604,28.041,25.5965,22.8239,17.7738,15.5725,14.3299,15.6069,18.7627,24.1704,25.4206,27.4068,92.9686,106.405,58.5586,23.5666,33.5211,20.1281,17.3305,16.911,14.6568,16.4698,31.7589,54.7673,27.2993,18.7234,16.23316667,25.66593333,34.332,16.29943333,25.7386,85.9774
90,93,2005,AUS,3,768230,51216,44.85,6.62,28.2958,27.7587,26.4619,24.3568,19.1301,15.8177,15.0296,16.0535,19.9697,23.5146,25.8671,27.8167,62.3615,34.5384,32.3065,9.42306,18.6174,41.2353,21.51,20.8935,21.3719,37.3574,37.723,52.9454,27.50546667,19.7682,17.0176,25.7328,42.67526667,21.25846667,23.09192,43.0688
91,94,2006,AUS,3,768230,102128,43.46,9.82,28.972,27.6461,26.0453,21.1194,16.9052,13.8069,13.9996,16.6777,20.1605,23.8873,26.648,27.0462,123.351,51.5525,89.0665,58.4034,10.1418,14.8183,26.006,7.60415,13.2967,7.7072,18.2988,39.6613,27.55446667,17.27716667,16.94593333,25.8605,21.8891,15.63561667,27.78783333,87.99
92,95,2007,AUS,3,768230,19708,46.81,8.26,27.8036,28.6834,25.9193,22.7155,19.5421,13.4035,14.281,16.6781,20.1141,23.7394,25.7392,26.9396,107.696,47.4567,81.1344,17.5229,22.4563,29.8826,13.082,13.6378,8.51353,18.3536,35.7837,71.2629,27.46876667,18.5537,17.0244,25.47273333,41.80006667,11.74444333,23.28726667,78.76236667
93,96,2008,AUS,3,768230,2318,42.6,7.6,28.9641,26.6182,25.7828,21.3636,18.1799,15.7838,14.2569,14.797,20.2138,23.9987,24.9864,27.0258,68.6134,112.027,32.6547,12.8633,8.44754,22.9591,23.6117,13.0672,20.5054,14.7834,58.7764,71.4832,27.1217,18.44243333,16.42256667,25.33696667,48.34766667,19.06143333,14.75664667,71.09836667
94,97,2009,AUS,3,768230,7194,36.25,8.46,28.2459,27.5856,25.7929,22.3415,17.7504,15.4784,14.722,17.7415,20.0771,22.7646,26.7958,27.7926,133.659,92.8045,25.0386,24.3906,17.1227,24.9955,15.2691,11.2422,15.8808,13.8715,28.7976,63.0123,27.20813333,18.52343333,17.51353333,25.78433333,35.22713333,14.1307,22.1696,83.83403333
95,98,2010,AUS,3,768230,18931,46.32,10.39,28.4772,27.8996,25.614,23.1362,18.089,15.0195,14.6815,15.553,18.8901,21.9421,24.5987,26.3258,103.119,102.551,58.0765,39.6915,31.3036,13.7127,27.0671,28.8687,41.3411,48.8311,59.5348,97.6594,27.33026667,18.74823333,16.37486667,24.28886667,68.6751,32.42563333,28.23593333,87.9155
96,99,2011,AUS,3,768230,75783,45.28,9.54,28.6973,27.0687,24.471,21.2642,16.5332,14.2911,14.5596,16.7487,19.1151,22.8282,25.4111,26.5171,101.075,104.806,124.626,28.7586,17.5143,19.7689,21.3636,17.4102,13.5557,32.8624,47.8853,70.4251,26.74566667,17.36283333,16.8078,24.9188,50.39093333,17.44316667,22.01393333,110.169
97,100,2012,AUS,3,768230,103115,46.62,8.91,27.8721,26.7473,24.3011,21.8773,17.2826,14.3544,13.5886,16.0686,20.0223,23.2514,26.4681,27.9791,102.219,74.9068,99.2659,24.0092,18.6466,27.4982,18.1018,9.18482,11.1093,11.4801,27.6475,43.3004,26.30683333,17.8381,16.55983333,25.89953333,27.476,12.79864,23.38466667,92.13056667
98,101,2013,AUS,3,768230,113638,49.2,10.22,29.4761,27.869,26.0435,22.962,18.8748,15.5021,15.3706,17.3374,21.4029,23.8622,25.6591,27.5784,63.2635,60.3871,68.9047,18.7859,34.1994,28.6288,21.1262,10.0622,15.9701,11.891,47.1176,43.0585,27.7962,19.11296667,18.03696667,25.6999,34.02236667,15.7195,27.2047,64.1851
99,102,2014,AUS,3,768230,76692,54.19,10.68,28.8017,27.3039,26.1565,22.9487,19.5503,15.3384,14.3826,15.8921,20.2009,24.411,26.891,27.8269,89.3314,93.7426,34.7172,49.5392,21.1328,17.1411,14.5893,21.7722,12.1705,9.9425,30.0185,52.5159,27.4207,19.27913333,16.8252,26.3763,30.82563333,16.17733333,29.27103333,72.59706667
100,103,2015,AUS,3,768230,69664,53.56,9.91,27.8351,28.8897,26.1132,21.2017,17.6659,16.096,14.3975,16.3706,19.1778,24.8664,26.9433,27.9971,121.044,53.0465,41.4801,28.9631,25.1464,20.1992,16.7202,17.6707,8.83991,10.852,41.3037,57.1856,27.61266667,18.3212,16.64863333,26.60226667,36.4471,14.41027,24.76956667,71.85686667
101,105,1991,AZE,4,8280.758333,2097.041667,16.26916667,3.157916667,-0.2764,-0.3756,4.46319,12.1755,15.0303,21.4358,24.4576,24.7042,19.4359,14.1794,6.91285,0.32653,24.3325,26.3956,53.928,36.0959,65.1155,25.5918,27.4334,26.5746,5.8938,15.2655,52.4759,37.3132,1.270396667,16.21386667,22.8659,7.139593333,35.0182,19.96726667,42.26773333,34.88536667
102,106,1992,AZE,4,8321.7,853,44,0.73,-1.9312,-0.826,2.69414,9.84773,13.8613,20.4972,23.4337,22.3757,18.3352,12.3765,6.5554,0.74481,19.5407,37.5342,17.8679,43.4689,46.5479,58.9637,38.518,17.1337,55.0278,28.1811,46.4956,39.6652,-0.02102,14.73541,21.38153333,6.558903333,38.11396667,36.89316667,49.66016667,24.98093333
103,107,1993,AZE,4,8321.7,1188,31.47,0.95,-1.175,-1.3849,3.48336,10.3716,15.305,20.3907,23.4818,23.5127,19.2379,11.9323,3.21445,0.21699,28.6235,39.093,22.1949,46.9549,57.7443,64.3468,20.2977,26.7073,23.7883,22.9243,67.7451,10.8634,0.30782,15.35576667,22.07746667,5.121246667,33.84426667,23.59776667,56.34866667,29.97046667
104,108,1994,AZE,4,8321.7,1023,22.63,1.01,0.88404,-1.001,4.84446,12.519,15.8452,20.2639,23.1524,23.3795,19.5612,13.397,6.96925,-1.2763,19.0779,32.0822,54.106,54.8232,60.1807,63.0943,9.71851,19.6623,17.0094,39.4011,60.9152,49.0661,1.575833333,16.20936667,22.03103333,6.363316667,49.79413333,15.46340333,59.36606667,35.0887
105,109,1995,AZE,4,8321.7,1914,22.59,1.99,1.26628,2.72019,5.86762,11.9228,17.6159,21.7951,24.3502,24.8075,20.0485,11.788,7.72989,1.11185,20.1406,13.8009,40.9871,35.2003,29.1838,55.2556,18.3082,11.3894,73.795,30.6683,22.1306,17.618,3.284696667,17.11126667,23.06873333,6.87658,23.4723,34.49753333,39.8799,24.9762
106,110,1996,AZE,4,8321.7,2186,9.3,3.69,-0.2637,1.3422,3.645,9.59521,17.902,20.5981,25.3071,24.8358,19.808,12.9829,6.50776,4.90964,27.5829,25.664,35.936,51.237,37.5769,40.4679,22.5315,12.9993,42.4288,66.9561,10.2868,14.2111,1.5745,16.03177,23.31696667,8.133433333,30.48466667,25.98653333,43.09393333,29.72763333
107,111,1997,AZE,4,8321.7,2343,13.16,4.61,1.62362,-0.1284,2.48106,11.0402,17.1507,22.1299,23.9352,25.0833,17.389,14.6078,6.57204,1.83618,25.2171,45.4213,40.8142,24.049,35.3002,58.2071,50.5069,19.7747,59.1267,21.3716,9.70933,32.9899,1.325426667,16.7736,22.13583333,7.672006667,21.35694333,43.1361,39.18543333,37.15086667
108,112,1998,AZE,4,8309.2,2416,8.73,4.8,-1.0283,-0.7863,4.86454,13.3025,17.1613,24.5588,24.8836,25.5354,19.9166,13.7717,8.98595,4.53085,27.605,27.3535,28.1213,33.1663,51.1866,32.1964,28.3556,14.4376,34.6445,21.1757,38.2717,14.665,1.016646667,18.34086667,23.4452,9.096166667,24.70413333,25.81256667,38.84976667,27.69326667
109,113,1999,AZE,4,8270.5,3574,7.56,4.44,2.21705,4.45974,5.80006,11.5111,15.8698,22.2283,24.4498,26.6454,19.3777,13.7696,5.82061,3.37279,11.1024,8.97528,36.694,36.0785,59.1053,37.2021,34.2535,26.0432,64.9152,49.3012,38.9455,2.70828,4.15895,16.5364,23.49096667,7.654333333,30.31832667,41.7373,44.12863333,18.92389333
110,114,2000,AZE,4,8260.5,4450,2.25,5.02,0.20738,1.43079,4.18891,14.2977,16.323,22.0215,26.6097,25.7052,20.4874,11.8162,6.15731,2.78381,27.8611,23.3303,42.7068,21.7431,56.8405,11.6434,5.67364,10.6286,52.7161,79.4583,24.2849,22.2232,1.94236,17.5474,24.26743333,6.919106667,41.9888,23.00611333,30.07566667,31.2994
111,115,2001,AZE,4,8260.4,3787,6.48,4.85,0.30362,3.39225,8.4075,13.073,16.2893,22.3551,24.8714,25.4112,20.6818,12.6495,6.82235,3.22978,18.8848,12.7319,29.148,50.1376,54.8192,21.0324,20.8375,36.1973,7.55155,57.9587,30.2328,29.7565,4.034456667,17.23913333,23.6548,7.56721,39.316,21.52878333,41.9964,20.2549
112,116,2002,AZE,4,8261.8,3576,10.43,4.65,0.149,3.73146,7.49485,9.95004,14.6749,21.1804,25.066,24.1892,21.6333,15.2726,7.99032,-3.0024,27.2302,24.0667,33.9876,82.2783,73.1415,70.8662,29.9337,39.5193,16.9701,43.224,11.3891,38.2162,3.79177,15.26844667,23.6295,6.753506667,30.9431,28.8077,75.42866667,28.42816667
113,117,2003,AZE,4,8265.2,3327,7.64,4.7,1.27566,1.39267,2.49117,9.6403,16.3531,20.1853,24.0811,24.9365,19.4232,15.4818,6.71942,2.20715,17.4217,46.8836,75.5933,63.7415,51.0496,55.477,28.8917,18.8612,42.6682,46.9134,43.949,23.1908,1.719833333,15.3929,22.8136,8.136123333,38.01773333,30.14036667,56.75603333,46.63286667
114,118,2004,AZE,4,8267.2,2573,11.97,3.98,2.30141,3.6403,7.17765,10.1544,15.9573,21.8719,23.2732,25.3952,19.9154,13.8123,7.70704,-0.8287,26.7798,35.734,49.3843,77.4282,66.4072,46.6619,37.0118,19.2414,43.4011,42.7075,59.6645,20.7183,4.37312,15.99453333,22.86126667,6.89688,41.0301,33.2181,63.4991,37.29936667
115,119,2005,AZE,4,8266,2314,13.36,3.59,0.18298,-0.5297,5.31535,12.0824,16.7668,21.1511,25.7819,25.0686,20.4908,13.347,7.29123,4.05509,33.3423,26.0283,62.0992,36.4497,64.6261,46.343,15.9573,26.7243,43.1646,48.4645,29.746,20.4391,1.65621,16.66676667,23.78043333,8.231106667,32.8832,28.6154,49.1396,40.48993333
116,120,2006,AZE,4,8263.7,1200,13.34,4.24,-2.131,1.64408,6.67973,12.1107,16.4703,24.4389,24.3487,26.7524,20.2877,14.6742,6.38954,-0.5023,47.7174,30.7554,30.3238,57.8468,38.0496,12.0358,56.7328,4.38849,51.78,62.2768,37.2146,32.1757,2.06427,17.6733,23.79626667,6.853813333,43.88903333,37.63376333,35.9774,36.26553333
117,121,2007,AZE,4,8262.9,1055,10.64,3.39,-0.6834,1.44791,4.82117,9.49878,17.5939,22.283,23.7499,25.42,21.8161,14.7031,6.59703,1.01836,15.2637,15.5477,46.9907,67.0447,30.5841,43.7783,44.1164,31.2517,1.24243,43.6746,63.4795,37.8129,1.861893333,16.45856,23.662,7.439496667,48.32233333,25.53684333,47.1357,25.93403333
118,122,2008,AZE,4,8262.7,1337,20.94,2.8,-5.6999,-0.8575,9.44313,14.0959,16.1449,21.3867,24.8903,25.7156,20.5481,13.6544,7.79734,0.92543,28.9137,19.3603,27.1891,23.6646,59.4377,50.3023,35.0159,15.7488,46.7529,41.6288,15.0462,29.9665,0.96191,17.20916667,23.718,7.459056667,28.8805,32.50586667,44.4682,25.15436667
119,123,2009,AZE,4,8262.2,1722,13.41,2.53,-0.8131,4.048,6.26237,9.18945,16.6218,21.8177,24.9531,22.3463,18.6385,14.6762,7.99516,3.87516,22.8585,31.6117,25.507,47.5743,32.4639,50.1252,32.3639,43.5936,84.0075,10.4409,47.1697,15.9503,3.165756667,15.87631667,21.9793,8.84884,24.5203,53.32166667,43.3878,26.65906667
120,124,2010,AZE,4,8265.6,1640,9.95,2.4,2.83726,3.12453,6.74112,11.1349,16.4583,24.4539,26.569,25.7134,21.017,14.5139,8.59423,5.44926,30.2555,42.1454,51.9863,79.2972,94.9873,29.5269,35.0515,24.3063,42.5796,65.6981,1.67526,2.23373,4.234303333,17.34903333,24.43313333,9.51913,23.20236333,33.97913333,67.93713333,41.4624
121,125,2011,AZE,4,8265.8,1764,15.57,2.09,1.19612,0.71322,4.83272,10.9109,16.5613,22.5784,26.7471,24.3887,19.6267,12.4035,2.73354,0.61982,22.6779,54.1556,25.3297,54.3229,64.1974,35.4574,23.525,46.6723,23.2435,48.8501,46.2707,7.03337,2.247353333,16.68353333,23.5875,5.252286667,34.05139,31.14693333,51.3259,34.0544
122,126,2012,AZE,4,8265.8,1685,19.08,2.22,0.49227,-2.1379,2.80816,13.9137,18.9006,23.3943,24.3938,26.0741,20.4787,15.7765,8.98346,2.19099,31.2201,34.8121,30.8757,18.8909,49.4631,51.0273,49.939,6.86401,24.2541,26.7007,22.9338,35.9399,0.38751,18.7362,23.64886667,8.98365,28.5248,27.01903667,39.79376667,32.30263333
123,127,2013,AZE,4,8265.9,2119,19.96,2.28,1.83376,3.59919,6.89983,12.2818,17.6254,23.5931,24.6558,23.8738,20.0794,12.3098,8.29526,-1.4383,27.729,29.9443,30.8014,40.4817,63.0549,47.0066,20.9074,21.0028,36.9304,40.8664,19.8444,26.3047,4.110926667,17.83343333,22.86966667,6.38892,29.00516667,26.2802,50.18106667,29.49156667
124,128,2014,AZE,4,8266.3,1087,31.75,2.46,0.13133,1.19112,7.14282,12.1908,18.9748,22.9714,25.4556,26.6834,20.8911,12.9518,5.64373,3.11156,23.5266,8.34257,30.9656,32.6545,43.0112,39.2564,10.934,8.01724,57.327,63.0868,43.0553,16.0919,2.821756667,18.04566667,24.34336667,7.235696667,40.74466667,25.42608,38.30736667,20.94492333
125,129,2015,AZE,4,8266.3,1196,24.25,2.37,1.31657,2.82461,5.75651,11.2323,16.9959,24.376,25.9755,25.5136,21.7998,13.2748,7.04186,1.41533,12.5087,30.8379,59.6422,54.491,52.1446,43.1933,9.54435,30.7363,46.9422,105.373,13.2549,28.4906,3.29923,17.53473333,24.42963333,7.243996667,49.0395,29.07428333,49.94296667,34.3296
126,131,1991,BDI,5,2568,13000,2.26,3.09,19.9731,21.0837,21.151,20.5624,20.8977,20.1283,19.3619,20.2154,21.1556,21.405,20.2942,20.0071,139.561,156.547,130.281,153.952,122.998,22.6296,4.21206,17.869,73.7683,149.38,119.579,138.999,20.73593333,20.52946667,20.2443,20.56876667,135.986,31.94978667,99.85986667,142.1296667
127,132,1992,BDI,5,2568,13000,5.59,3.11,20.2539,20.8592,21.0974,21.0802,20.5242,20.2062,19.3258,20.3809,21.2479,20.9093,20.1692,20.0057,116.73,103.796,123.414,152.182,112.551,19.5562,0.8702,2.65905,42.6571,133.104,167.78,165.713,20.73683333,20.60353333,20.3182,20.3614,155.5323333,15.39545,94.76306667,114.6466667
128,133,1993,BDI,5,2568,12803,4.13,3.14,19.576,20.257,20.0684,20.5546,20.3593,20.3392,19.6337,21.1595,20.6494,20.8882,21.9022,20.4797,155.894,119.264,159.001,131.67,122.397,10.9505,0.00412,22.2917,21.5363,48.7071,132.767,132.905,19.96713333,20.4177,20.48086667,21.09003333,104.7930333,14.61070667,88.33916667,144.7196667
129,134,1994,BDI,5,2568,12292,3.33,3.11,19.7059,20.5599,19.9719,20.3173,20.7725,19.7768,18.8897,21.3217,21.7972,21.1478,20.4856,20.4496,146.021,109.021,174.352,149.594,80.4992,6.79847,7.362,15.2097,45.6934,107.108,202.076,185.303,20.07923333,20.28886667,20.66953333,20.69433333,164.829,22.75503333,78.96389,143.1313333
130,135,1995,BDI,5,2568,10000,3.19,2.68,20.2045,20.5319,20.8972,21.0402,20.5798,20.3132,19.9191,21.6765,21.3791,21.7577,21.7391,21.029,146.523,111.859,167.801,168.974,116.208,36.1649,1.44934,0.76263,45.7661,128.29,139.111,114.295,20.54453333,20.6444,20.99156667,21.5086,127.232,15.99269,107.1156333,142.061
131,136,1996,BDI,5,2568,15000,2.98,2.79,20.9886,20.6078,20.5145,20.0173,20.1898,19.8889,20.0012,20.5886,20.9234,21.0552,21.3755,21.5834,138.237,156.314,160.032,124.639,60.986,15.392,5.35408,24.144,70.9498,76.0319,135.225,119.945,20.70363333,20.032,20.5044,21.33803333,110.4006333,33.48262667,67.00566667,151.5276667
132,137,1997,BDI,5,2568,20000,1.05,3.26,21.5283,21.0643,20.7756,20.8477,20.6297,20.5374,20.1709,19.7504,22.2501,21.9068,20.9425,20.3388,251.084,23.795,123.525,191.271,120.012,12.805,2.83023,9.58836,12.9212,200.213,182.98,205.614,21.12273333,20.6716,20.7238,21.0627,196.269,8.446596667,108.0293333,132.8013333
133,138,1998,BDI,5,2568,13700,3.81,2.99,20.3108,21.3971,21.0619,20.4042,20.5038,20.1028,20.4326,20.9501,21.7126,21.6169,21.289,20.8693,245.684,156.389,217.244,126.393,122.619,10.6423,2.78747,7.04609,52.2737,118.338,123.344,121.73,20.92326667,20.33693333,21.03176667,21.2584,121.1373333,20.70242,86.55143333,206.439
134,139,1999,BDI,5,2568,18000,4.14,3.26,20.7204,21.9713,20.6481,20.521,20.3979,19.8868,19.6468,20.7873,21.4663,20.9344,20.3775,21.1445,195.461,31.1136,225.305,125.062,36.0697,0.08272,0.02762,62.8746,53.1584,93.3753,221.873,147.659,21.11326667,20.26856667,20.63346667,20.8188,154.3024333,38.68687333,53.73814,150.6265333
135,140,2000,BDI,5,2568,17000,3.65,3.04,20.5219,20.8951,20.7017,21.1941,21.5562,19.9607,20.0719,21.7565,21.3446,21.5541,20.8279,19.673,101.306,82.6576,198.486,107.913,76.7891,2.36952,1.50615,3.84854,20.6418,102.015,201.646,188.987,20.70623333,20.90366667,21.05766667,20.685,164.216,8.665496667,62.35720667,127.4832
136,141,2001,BDI,5,2568,19000,3.59,3.21,20.6988,21.4247,21.0922,21.1299,21.0245,19.7372,19.9649,21.45,21.939,21.9169,21.5135,20.6559,246.016,102.081,254.635,104.578,72.2648,11.1058,21.595,46.1471,84.4204,116.114,169.385,151.662,21.0719,20.63053333,21.11796667,21.3621,145.7203333,50.72083333,62.64953333,200.9106667
137,142,2002,BDI,5,2568,19200,1.34,3.26,20.9961,21.9626,21.1288,21.3545,21.0519,20.01,21.1314,21.6338,22.1662,21.8742,20.9192,20.9483,260.476,108.01,167.409,176.788,89.3899,0.88767,0.04258,3.27269,15.9054,84.44,177.928,177.713,21.3625,20.80546667,21.6438,21.24723333,146.6936667,6.40689,89.02185667,178.6316667
138,143,2003,BDI,5,2568,19500,0.3,3.14,21.3873,21.4762,21.8509,21.4406,21.2498,20.527,20.1641,21.1896,22.0033,21.8206,21.8653,22.0702,177.535,107.11,157.842,196.485,146.893,2.96236,1.08282,21.686,75.1232,143.146,121.965,126.571,21.57146667,21.07246667,21.119,21.9187,130.5606667,32.63067333,115.4467867,147.4956667
139,144,2004,BDI,5,2568,19600,1.11,3.29,21.9266,21.7979,21.3283,20.7464,20.9319,20.1042,20.8295,22.4225,21.6552,21.7305,21.0143,20.5006,163.847,82.3543,74.8124,79.9156,20.4356,2.99089,1.27263,7.62426,326.157,74.2163,130.886,164.812,21.68426667,20.59416667,21.63573333,21.0818,123.3047667,111.68463,34.44736333,107.0045667
140,145,2005,BDI,5,2568,19900,3.55,3.41,20.2554,23.1367,22.1088,21.6795,20.6991,20.9897,19.936,21.5638,22.169,21.7018,21.8283,22.9797,267.295,69.0851,161.64,59.7215,108.418,7.37173,0.08706,17.4687,48.6148,74.166,107.675,154.498,21.83363333,21.12276667,21.22293333,22.16993333,112.113,22.05685333,58.50374333,166.0067
