Country,Location,Year,Variable,Source,Value,Unit
BANGLADESH,Bogra,1951,YIELD - PADDY,Country Sources,1.40,t/Ha
BANGLADESH,Bogra,1950,YIELD - PADDY,Country Sources,1.56,t/Ha
BANGLADESH,Bogra,1949,YIELD - PADDY,Country Sources,1.33,t/Ha
BANGLADESH,Bogra,1948,YIELD - PADDY,Country Sources,1.64,t/Ha
BANGLADESH,Bogra,1947,YIELD - PADDY,Country Sources,1.46,t/Ha
BANGLADESH,Bogra,2015,YIELD - PADDY,Country Sources (BBS),3.28,t/Ha
BANGLADESH,Bogra,2014,YIELD - PADDY,Country Sources (BBS),3.19,t/Ha
BANGLADESH,Bogra,2013,YIELD - PADDY,Country Sources (BBS),3.36,t/Ha
BANGLADESH,Bogra,2012,YIELD - PADDY,Country Sources (BBS),3.26,t/Ha
BANGLADESH,Bogra,2011,YIELD - PADDY,Country Sources (BBS),3.09,t/Ha
BANGLADESH,Bogra,2010,YIELD - PADDY,Country Sources (BBS),3.03,t/Ha
BANGLADESH,Bogra,2009,YIELD - PADDY,Country Sources (BBS),3.05,t/Ha
BANGLADESH,Bogra,2008,YIELD - PADDY,Country Sources (BBS),3.12,t/Ha
BANGLADESH,Bogra,2007,YIELD - PADDY,Country Sources (BBS),3.15,t/Ha
BANGLADESH,Chittagong,2006,PRODUCTION - PADDY,Country Sources,1566000.00,ton
BANGLADESH,Chittagong,2005,PRODUCTION - PADDY,Country Sources,1590652.50,ton
BANGLADESH,Chittagong,2004,PRODUCTION - PADDY,Country Sources,1632418.50,ton
BANGLADESH,Chittagong,2003,PRODUCTION - PADDY,Country Sources,1714050.00,ton
BANGLADESH,Chittagong,2002,PRODUCTION - PADDY,Country Sources,1632720.00,ton
BANGLADESH,Chittagong,2001,PRODUCTION - PADDY,Country Sources,1691835.00,ton
BANGLADESH,Chittagong,2000,PRODUCTION - PADDY,Country Sources,1674285.00,ton
BANGLADESH,Chittagong,1999,PRODUCTION - PADDY,Country Sources,1539660.00,ton
BANGLADESH,Chittagong,1998,PRODUCTION - PADDY,Country Sources,1360485.00,ton
BANGLADESH,Chittagong,1997,PRODUCTION - PADDY,Country Sources,1308060.00,ton
BANGLADESH,Chittagong,1996,PRODUCTION - PADDY,Country Sources,1368585.00,ton
BANGLADESH,Chittagong,1995,PRODUCTION - PADDY,Country Sources,1277145.00,ton
BANGLADESH,Chittagong,1994,PRODUCTION - PADDY,Country Sources,1402170.00,ton
BANGLADESH,Chittagong,1993,PRODUCTION - PADDY,Country Sources,1428390.00,ton
BANGLADESH,Chittagong,1992,PRODUCTION - PADDY,Country Sources,1428785.61,ton
BANGLADESH,Chittagong,1991,PRODUCTION - PADDY,Country Sources,1449775.00,ton
BANGLADESH,Chittagong,1990,PRODUCTION - PADDY,Country Sources,1232384.00,ton
BANGLADESH,Chittagong,1989,PRODUCTION - PADDY,Country Sources,1257871.00,ton
BANGLADESH,Chittagong,1988,PRODUCTION - PADDY,Country Sources,1296852.00,ton
BANGLADESH,Chittagong,1987,PRODUCTION - PADDY,Country Sources,1299850.00,ton
BANGLADESH,Chittagong,1986,PRODUCTION - PADDY,Country Sources,1310345.00,ton
BANGLADESH,Chittagong,1985,PRODUCTION - PADDY,Country Sources,1237480.00,ton
BANGLADESH,Chittagong,1984,PRODUCTION - PADDY,Country Sources,1246390.00,ton
BANGLADESH,Chittagong,1983,PRODUCTION - PADDY,Country Sources,1262186.00,ton
BANGLADESH,Chittagong,1982,PRODUCTION - PADDY,Country Sources,1239666.00,ton
BANGLADESH,Chittagong,1981,PRODUCTION - PADDY,Country Sources,1171205.00,ton
BANGLADESH,Chittagong,1980,PRODUCTION - PADDY,Country Sources,1257988.00,ton
BANGLADESH,Chittagong,1979,PRODUCTION - PADDY,Country Sources,1214685.00,ton
BANGLADESH,Chittagong,1978,PRODUCTION - PADDY,Country Sources,1130862.00,ton
BANGLADESH,Chittagong,1977,PRODUCTION - PADDY,Country Sources,1177073.00,ton
BANGLADESH,Chittagong,1976,PRODUCTION - PADDY,Country Sources,964691.00,ton
BANGLADESH,Chittagong,1975,PRODUCTION - PADDY,Country Sources,1080319.00,ton
BANGLADESH,Chittagong,1974,PRODUCTION - PADDY,Country Sources,1072261.00,ton
BANGLADESH,Chittagong,1973,PRODUCTION - PADDY,Country Sources,1110427.00,ton
BANGLADESH,Chittagong,1972,PRODUCTION - PADDY,Country Sources,749438.00,ton
BANGLADESH,Chittagong,1971,PRODUCTION - PADDY,Country Sources,875645.00,ton
BANGLADESH,Chittagong,1970,PRODUCTION - PADDY,Country Sources,852826.00,ton
BANGLADESH,Chittagong,1969,PRODUCTION - PADDY,Country Sources,919028.00,ton
BANGLADESH,Chittagong,1968,PRODUCTION - PADDY,Country Sources,799982.00,ton
BANGLADESH,Chittagong,1967,PRODUCTION - PADDY,Country Sources,829984.00,ton
BANGLADESH,Chittagong,1966,PRODUCTION - PADDY,Country Sources,566555.00,ton
BANGLADESH,Chittagong,1965,PRODUCTION - PADDY,Country Sources,585582.00,ton
BANGLADESH,Chittagong,1964,PRODUCTION - PADDY,Country Sources,873162.00,ton
BANGLADESH,Chittagong,1963,PRODUCTION - PADDY,Country Sources,747999.00,ton
BANGLADESH,Chittagong,1962,PRODUCTION - PADDY,Country Sources,668099.00,ton
BANGLADESH,Chittagong,1961,PRODUCTION - PADDY,Country Sources,665655.00,ton
BANGLADESH,Chittagong,1960,PRODUCTION - PADDY,Country Sources,496985.00,ton
BANGLADESH,Chittagong,1959,PRODUCTION - PADDY,Country Sources,634625.00,ton
BANGLADESH,Chittagong,1958,PRODUCTION - PADDY,Country Sources,569624.00,ton
BANGLADESH,Chittagong,1957,PRODUCTION - PADDY,Country Sources,585391.00,ton
BANGLADESH,Chittagong,1956,PRODUCTION - PADDY,Country Sources,635256.00,ton
BANGLADESH,Chittagong,1955,PRODUCTION - PADDY,Country Sources,748318.00,ton
BANGLADESH,Chittagong,1954,PRODUCTION - PADDY,Country Sources,549325.00,ton
BANGLADESH,Chittagong,1953,PRODUCTION - PADDY,Country Sources,534511.00,ton
BANGLADESH,Chittagong,1952,PRODUCTION - PADDY,Country Sources,544894.00,ton
BANGLADESH,Chittagong,1951,PRODUCTION - PADDY,Country Sources,520558.00,ton
BANGLADESH,Chittagong,1950,PRODUCTION - PADDY,Country Sources,411222.00,ton
BANGLADESH,Chittagong,1949,PRODUCTION - PADDY,Country Sources,493069.00,ton
BANGLADESH,Chittagong,1948,PRODUCTION - PADDY,Country Sources,495987.00,ton
BANGLADESH,Chittagong,1947,PRODUCTION - PADDY,Country Sources,203058.00,ton
BANGLADESH,Chittagong,2015,PRODUCTION - PADDY,Country Sources (BBS),1143407.00,ton
BANGLADESH,Chittagong,2014,PRODUCTION - PADDY,Country Sources (BBS),1180527.00,ton
BANGLADESH,Chittagong,2013,PRODUCTION - PADDY,Country Sources (BBS),1163237.00,ton
BANGLADESH,Chittagong,2012,PRODUCTION - PADDY,Country Sources (BBS),1229530.00,ton
BANGLADESH,Chittagong,2011,PRODUCTION - PADDY,Country Sources (BBS),1193310.00,ton
BANGLADESH,Chittagong,2010,PRODUCTION - PADDY,Country Sources (BBS),1188382.00,ton
BANGLADESH,Chittagong,2009,PRODUCTION - PADDY,Country Sources (BBS),1213564.00,ton
BANGLADESH,Chittagong,2008,PRODUCTION - PADDY,Country Sources (BBS),1153109.00,ton
BANGLADESH,Chittagong,2007,PRODUCTION - PADDY,Country Sources (BBS),1147876.00,ton
BANGLADESH,Chittagong,2006,YIELD - PADDY,Country Sources,3.87,t/Ha
BANGLADESH,Chittagong,2005,YIELD - PADDY,Country Sources,3.96,t/Ha
BANGLADESH,Chittagong,2004,YIELD - PADDY,Country Sources,3.89,t/Ha
BANGLADESH,Chittagong,2003,YIELD - PADDY,Country Sources,4.00,t/Ha
BANGLADESH,Chittagong,2002,YIELD - PADDY,Country Sources,3.85,t/Ha
BANGLADESH,Chittagong,2001,YIELD - PADDY,Country Sources,3.84,t/Ha
BANGLADESH,Chittagong,2000,YIELD - PADDY,Country Sources,3.91,t/Ha
BANGLADESH,Chittagong,1999,YIELD - PADDY,Country Sources,3.55,t/Ha
BANGLADESH,Chittagong,1998,YIELD - PADDY,Country Sources,3.29,t/Ha
BANGLADESH,Chittagong,1997,YIELD - PADDY,Country Sources,3.28,t/Ha
BANGLADESH,Chittagong,1996,YIELD - PADDY,Country Sources,3.44,t/Ha
BANGLADESH,Chittagong,1995,YIELD - PADDY,Country Sources,3.48,t/Ha
BANGLADESH,Chittagong,1994,YIELD - PADDY,Country Sources,3.49,t/Ha
BANGLADESH,Chittagong,1993,YIELD - PADDY,Country Sources,3.36,t/Ha
BANGLADESH,Chittagong,1992,YIELD - PADDY,Country Sources,3.42,t/Ha
BANGLADESH,Chittagong,1991,YIELD - PADDY,Country Sources,3.37,t/Ha
BANGLADESH,Chittagong,1990,YIELD - PADDY,Country Sources,2.86,t/Ha
BANGLADESH,Chittagong,1989,YIELD - PADDY,Country Sources,2.93,t/Ha
BANGLADESH,Chittagong,1988,YIELD - PADDY,Country Sources,3.01,t/Ha
BANGLADESH,Chittagong,1987,YIELD - PADDY,Country Sources,3.02,t/Ha
BANGLADESH,Chittagong,1986,YIELD - PADDY,Country Sources,3.10,t/Ha
BANGLADESH,Chittagong,1985,YIELD - PADDY,Country Sources,3.06,t/Ha
BANGLADESH,Chittagong,1984,YIELD - PADDY,Country Sources,2.94,t/Ha
BANGLADESH,Chittagong,1983,YIELD - PADDY,Country Sources,3.11,t/Ha
BANGLADESH,Chittagong,1982,YIELD - PADDY,Country Sources,3.04,t/Ha
BANGLADESH,Chittagong,1981,YIELD - PADDY,Country Sources,2.92,t/Ha
BANGLADESH,Chittagong,1980,YIELD - PADDY,Country Sources,3.22,t/Ha
BANGLADESH,Chittagong,1979,YIELD - PADDY,Country Sources,2.93,t/Ha
BANGLADESH,Chittagong,1978,YIELD - PADDY,Country Sources,2.79,t/Ha
BANGLADESH,Chittagong,1977,YIELD - PADDY,Country Sources,2.89,t/Ha
BANGLADESH,Chittagong,1976,YIELD - PADDY,Country Sources,2.66,t/Ha
BANGLADESH,Chittagong,1975,YIELD - PADDY,Country Sources,2.78,t/Ha
BANGLADESH,Chittagong,1974,YIELD - PADDY,Country Sources,2.72,t/Ha
BANGLADESH,Chittagong,1973,YIELD - PADDY,Country Sources,2.63,t/Ha
BANGLADESH,Chittagong,1972,YIELD - PADDY,Country Sources,1.94,t/Ha
BANGLADESH,Chittagong,1971,YIELD - PADDY,Country Sources,2.43,t/Ha
BANGLADESH,Chittagong,1970,YIELD - PADDY,Country Sources,2.36,t/Ha
BANGLADESH,Chittagong,1969,YIELD - PADDY,Country Sources,2.54,t/Ha
BANGLADESH,Chittagong,1968,YIELD - PADDY,Country Sources,4.44,t/Ha
BANGLADESH,Chittagong,1967,YIELD - PADDY,Country Sources,2.23,t/Ha
BANGLADESH,Chittagong,1966,YIELD - PADDY,Country Sources,2.03,t/Ha
BANGLADESH,Chittagong,1965,YIELD - PADDY,Country Sources,1.98,t/Ha
BANGLADESH,Chittagong,1964,YIELD - PADDY,Country Sources,2.17,t/Ha
BANGLADESH,Chittagong,1963,YIELD - PADDY,Country Sources,1.97,t/Ha
BANGLADESH,Chittagong,1962,YIELD - PADDY,Country Sources,1.75,t/Ha
BANGLADESH,Chittagong,1961,YIELD - PADDY,Country Sources,1.80,t/Ha
BANGLADESH,Chittagong,1960,YIELD - PADDY,Country Sources,1.36,t/Ha
BANGLADESH,Chittagong,1959,YIELD - PADDY,Country Sources,1.76,t/Ha
BANGLADESH,Chittagong,1958,YIELD - PADDY,Country Sources,1.51,t/Ha
BANGLADESH,Chittagong,1957,YIELD - PADDY,Country Sources,1.55,t/Ha
BANGLADESH,Chittagong,1956,YIELD - PADDY,Country Sources,1.66,t/Ha
BANGLADESH,Chittagong,1955,YIELD - PADDY,Country Sources,1.71,t/Ha
BANGLADESH,Chittagong,1954,YIELD - PADDY,Country Sources,1.66,t/Ha
BANGLADESH,Chittagong,1953,YIELD - PADDY,Country Sources,1.63,t/Ha
BANGLADESH,Chittagong,1952,YIELD - PADDY,Country Sources,1.67,t/Ha
BANGLADESH,Chittagong,1951,YIELD - PADDY,Country Sources,1.60,t/Ha
BANGLADESH,Chittagong,1950,YIELD - PADDY,Country Sources,1.32,t/Ha
BANGLADESH,Chittagong,1949,YIELD - PADDY,Country Sources,1.63,t/Ha
BANGLADESH,Chittagong,1948,YIELD - PADDY,Country Sources,1.67,t/Ha
BANGLADESH,Chittagong,1947,YIELD - PADDY,Country Sources,0.81,t/Ha
BANGLADESH,Chittagong,2015,YIELD - PADDY,Country Sources (BBS),2.89,t/Ha
BANGLADESH,Chittagong,2014,YIELD - PADDY,Country Sources (BBS),2.87,t/Ha
BANGLADESH,Chittagong,2013,YIELD - PADDY,Country Sources (BBS),2.84,t/Ha
BANGLADESH,Chittagong,2012,YIELD - PADDY,Country Sources (BBS),2.96,t/Ha
BANGLADESH,Chittagong,2011,YIELD - PADDY,Country Sources (BBS),2.82,t/Ha
BANGLADESH,Chittagong,2010,YIELD - PADDY,Country Sources (BBS),2.80,t/Ha
BANGLADESH,Chittagong,2009,YIELD - PADDY,Country Sources (BBS),2.85,t/Ha
BANGLADESH,Chittagong,2008,YIELD - PADDY,Country Sources (BBS),2.74,t/Ha
BANGLADESH,Chittagong,2007,YIELD - PADDY,Country Sources (BBS),2.75,t/Ha
BANGLADESH,Comilla,2006,PRODUCTION - PADDY,Country Sources,2445000.00,ton
BANGLADESH,Comilla,2005,PRODUCTION - PADDY,Country Sources,2568393.00,ton
BANGLADESH,Comilla,2004,PRODUCTION - PADDY,Country Sources,2337262.50,ton
BANGLADESH,Comilla,2003,PRODUCTION - PADDY,Country Sources,2611995.00,ton
BANGLADESH,Comilla,2002,PRODUCTION - PADDY,Country Sources,2686140.00,ton
BANGLADESH,Comilla,2001,PRODUCTION - PADDY,Country Sources,2530380.00,ton
BANGLADESH,Comilla,2000,PRODUCTION - PADDY,Country Sources,2538075.00,ton
BANGLADESH,Comilla,1999,PRODUCTION - PADDY,Country Sources,2193645.00,ton
BANGLADESH,Comilla,1998,PRODUCTION - PADDY,Country Sources,1720320.00,ton
BANGLADESH,Comilla,1997,PRODUCTION - PADDY,Country Sources,1981590.00,ton
BANGLADESH,Comilla,1996,PRODUCTION - PADDY,Country Sources,2032725.00,ton
BANGLADESH,Comilla,1995,PRODUCTION - PADDY,Country Sources,1965300.00,ton
BANGLADESH,Comilla,1994,PRODUCTION - PADDY,Country Sources,1971975.00,ton
BANGLADESH,Comilla,1993,PRODUCTION - PADDY,Country Sources,1972740.00,ton
BANGLADESH,Comilla,1992,PRODUCTION - PADDY,Country Sources,1088455.77,ton
BANGLADESH,Comilla,1991,PRODUCTION - PADDY,Country Sources,1259370.00,ton
BANGLADESH,Comilla,1990,PRODUCTION - PADDY,Country Sources,1128936.00,ton
BANGLADESH,Comilla,1989,PRODUCTION - PADDY,Country Sources,1299850.00,ton
BANGLADESH,Comilla,1988,PRODUCTION - PADDY,Country Sources,1812594.00,ton
BANGLADESH,Comilla,1987,PRODUCTION - PADDY,Country Sources,1712144.00,ton
BANGLADESH,Comilla,1986,PRODUCTION - PADDY,Country Sources,1544228.00,ton
BANGLADESH,Comilla,1985,PRODUCTION - PADDY,Country Sources,1514345.00,ton
BANGLADESH,Comilla,1984,PRODUCTION - PADDY,Country Sources,1519673.00,ton
BANGLADESH,Comilla,1983,PRODUCTION - PADDY,Country Sources,1567525.00,ton
BANGLADESH,Comilla,1982,PRODUCTION - PADDY,Country Sources,1639357.00,ton
BANGLADESH,Comilla,1981,PRODUCTION - PADDY,Country Sources,1508955.00,ton
BANGLADESH,Comilla,1980,PRODUCTION - PADDY,Country Sources,1492273.00,ton
BANGLADESH,Comilla,1979,PRODUCTION - PADDY,Country Sources,1004553.00,ton
BANGLADESH,Comilla,1978,PRODUCTION - PADDY,Country Sources,1387322.00,ton
BANGLADESH,Comilla,1977,PRODUCTION - PADDY,Country Sources,1390346.00,ton
BANGLADESH,Comilla,1976,PRODUCTION - PADDY,Country Sources,1213991.00,ton
BANGLADESH,Comilla,1975,PRODUCTION - PADDY,Country Sources,1361669.00,ton
BANGLADESH,Comilla,1974,PRODUCTION - PADDY,Country Sources,844798.00,ton
BANGLADESH,Comilla,1973,PRODUCTION - PADDY,Country Sources,1506064.00,ton
BANGLADESH,Comilla,1972,PRODUCTION - PADDY,Country Sources,1091019.00,ton
BANGLADESH,Comilla,1971,PRODUCTION - PADDY,Country Sources,1124937.00,ton
BANGLADESH,Comilla,1970,PRODUCTION - PADDY,Country Sources,1295504.00,ton
BANGLADESH,Comilla,1969,PRODUCTION - PADDY,Country Sources,1363100.00,ton
BANGLADESH,Comilla,1968,PRODUCTION - PADDY,Country Sources,1309046.00,ton
BANGLADESH,Comilla,1967,PRODUCTION - PADDY,Country Sources,1227450.00,ton
BANGLADESH,Comilla,1966,PRODUCTION - PADDY,Country Sources,904177.00,ton
BANGLADESH,Comilla,1965,PRODUCTION - PADDY,Country Sources,1175534.00,ton
BANGLADESH,Comilla,1964,PRODUCTION - PADDY,Country Sources,1202414.00,ton
BANGLADESH,Comilla,1963,PRODUCTION - PADDY,Country Sources,1087669.00,ton
BANGLADESH,Comilla,1962,PRODUCTION - PADDY,Country Sources,990313.00,ton
BANGLADESH,Comilla,1961,PRODUCTION - PADDY,Country Sources,1112766.00,ton
BANGLADESH,Comilla,1960,PRODUCTION - PADDY,Country Sources,1032601.00,ton
BANGLADESH,Comilla,1959,PRODUCTION - PADDY,Country Sources,1078430.00,ton
BANGLADESH,Comilla,1958,PRODUCTION - PADDY,Country Sources,794924.00,ton
BANGLADESH,Comilla,1957,PRODUCTION - PADDY,Country Sources,1002606.00,ton
BANGLADESH,Comilla,1956,PRODUCTION - PADDY,Country Sources,975156.00,ton
BANGLADESH,Comilla,1955,PRODUCTION - PADDY,Country Sources,760169.00,ton
BANGLADESH,Comilla,1954,PRODUCTION - PADDY,Country Sources,894214.00,ton
BANGLADESH,Comilla,1953,PRODUCTION - PADDY,Country Sources,979003.00,ton
BANGLADESH,Comilla,1952,PRODUCTION - PADDY,Country Sources,797750.00,ton
BANGLADESH,Comilla,1951,PRODUCTION - PADDY,Country Sources,796271.00,ton
BANGLADESH,Comilla,1950,PRODUCTION - PADDY,Country Sources,843336.00,ton
BANGLADESH,Comilla,1949,PRODUCTION - PADDY,Country Sources,729627.00,ton
BANGLADESH,Comilla,1948,PRODUCTION - PADDY,Country Sources,855460.00,ton
BANGLADESH,Comilla,1947,PRODUCTION - PADDY,Country Sources,785730.00,ton
BANGLADESH,Comilla,2015,PRODUCTION - PADDY,Country Sources (BBS),1915905.00,ton
BANGLADESH,Comilla,2014,PRODUCTION - PADDY,Country Sources (BBS),1934290.00,ton
BANGLADESH,Comilla,2013,PRODUCTION - PADDY,Country Sources (BBS),1982059.00,ton
BANGLADESH,Comilla,2012,PRODUCTION - PADDY,Country Sources (BBS),2004302.00,ton
BANGLADESH,Comilla,2011,PRODUCTION - PADDY,Country Sources (BBS),2055165.00,ton
BANGLADESH,Comilla,2010,PRODUCTION - PADDY,Country Sources (BBS),2061451.00,ton
BANGLADESH,Comilla,2009,PRODUCTION - PADDY,Country Sources (BBS),2082703.00,ton
BANGLADESH,Comilla,2008,PRODUCTION - PADDY,Country Sources (BBS),1920280.00,ton
BANGLADESH,Comilla,2007,PRODUCTION - PADDY,Country Sources (BBS),1738880.00,ton
BANGLADESH,Comilla,2006,YIELD - PADDY,Country Sources,5.54,t/Ha
BANGLADESH,Comilla,2005,YIELD - PADDY,Country Sources,3.99,t/Ha
BANGLADESH,Comilla,2004,YIELD - PADDY,Country Sources,3.85,t/Ha
BANGLADESH,Comilla,2003,YIELD - PADDY,Country Sources,3.78,t/Ha
BANGLADESH,Comilla,2002,YIELD - PADDY,Country Sources,3.77,t/Ha
BANGLADESH,Comilla,2001,YIELD - PADDY,Country Sources,3.70,t/Ha
BANGLADESH,Comilla,2000,YIELD - PADDY,Country Sources,3.65,t/Ha
BANGLADESH,Comilla,1999,YIELD - PADDY,Country Sources,3.21,t/Ha
BANGLADESH,Comilla,1998,YIELD - PADDY,Country Sources,2.96,t/Ha
BANGLADESH,Comilla,1997,YIELD - PADDY,Country Sources,2.76,t/Ha
BANGLADESH,Comilla,1996,YIELD - PADDY,Country Sources,2.84,t/Ha
BANGLADESH,Comilla,1995,YIELD - PADDY,Country Sources,2.70,t/Ha
BANGLADESH,Comilla,1994,YIELD - PADDY,Country Sources,2.83,t/Ha
BANGLADESH,Comilla,1993,YIELD - PADDY,Country Sources,2.81,t/Ha
BANGLADESH,Comilla,1992,YIELD - PADDY,Country Sources,2.31,t/Ha
BANGLADESH,Comilla,1991,YIELD - PADDY,Country Sources,2.47,t/Ha
BANGLADESH,Comilla,1990,YIELD - PADDY,Country Sources,2.20,t/Ha
BANGLADESH,Comilla,1989,YIELD - PADDY,Country Sources,1.89,t/Ha
BANGLADESH,Comilla,1988,YIELD - PADDY,Country Sources,2.85,t/Ha
BANGLADESH,Comilla,1987,YIELD - PADDY,Country Sources,3.40,t/Ha
BANGLADESH,Comilla,1986,YIELD - PADDY,Country Sources,2.34,t/Ha
BANGLADESH,Comilla,1985,YIELD - PADDY,Country Sources,2.31,t/Ha
BANGLADESH,Comilla,1984,YIELD - PADDY,Country Sources,2.25,t/Ha
BANGLADESH,Comilla,1983,YIELD - PADDY,Country Sources,2.33,t/Ha
BANGLADESH,Comilla,1982,YIELD - PADDY,Country Sources,2.39,t/Ha
BANGLADESH,Comilla,1981,YIELD - PADDY,Country Sources,2.29,t/Ha
BANGLADESH,Comilla,1980,YIELD - PADDY,Country Sources,2.29,t/Ha
BANGLADESH,Comilla,1979,YIELD - PADDY,Country Sources,1.54,t/Ha
BANGLADESH,Comilla,1978,YIELD - PADDY,Country Sources,2.16,t/Ha
BANGLADESH,Comilla,1977,YIELD - PADDY,Country Sources,2.19,t/Ha
BANGLADESH,Comilla,1976,YIELD - PADDY,Country Sources,1.94,t/Ha
BANGLADESH,Comilla,1975,YIELD - PADDY,Country Sources,2.14,t/Ha
BANGLADESH,Comilla,1974,YIELD - PADDY,Country Sources,1.71,t/Ha
BANGLADESH,Comilla,1973,YIELD - PADDY,Country Sources,2.26,t/Ha
BANGLADESH,Comilla,1972,YIELD - PADDY,Country Sources,1.69,t/Ha
BANGLADESH,Comilla,1971,YIELD - PADDY,Country Sources,1.74,t/Ha
BANGLADESH,Comilla,1970,YIELD - PADDY,Country Sources,1.89,t/Ha
BANGLADESH,Comilla,1969,YIELD - PADDY,Country Sources,1.99,t/Ha
BANGLADESH,Comilla,1968,YIELD - PADDY,Country Sources,1.92,t/Ha
BANGLADESH,Comilla,1967,YIELD - PADDY,Country Sources,1.97,t/Ha
BANGLADESH,Comilla,1966,YIELD - PADDY,Country Sources,1.52,t/Ha
BANGLADESH,Comilla,1965,YIELD - PADDY,Country Sources,1.86,t/Ha
BANGLADESH,Comilla,1964,YIELD - PADDY,Country Sources,1.81,t/Ha
BANGLADESH,Comilla,1963,YIELD - PADDY,Country Sources,1.84,t/Ha
BANGLADESH,Comilla,1962,YIELD - PADDY,Country Sources,1.59,t/Ha
BANGLADESH,Comilla,1961,YIELD - PADDY,Country Sources,1.84,t/Ha
BANGLADESH,Comilla,1960,YIELD - PADDY,Country Sources,1.60,t/Ha
BANGLADESH,Comilla,1959,YIELD - PADDY,Country Sources,1.66,t/Ha
BANGLADESH,Comilla,1958,YIELD - PADDY,Country Sources,1.25,t/Ha
BANGLADESH,Comilla,1957,YIELD - PADDY,Country Sources,1.54,t/Ha
BANGLADESH,Comilla,1956,YIELD - PADDY,Country Sources,1.61,t/Ha
BANGLADESH,Comilla,1955,YIELD - PADDY,Country Sources,1.29,t/Ha
BANGLADESH,Comilla,1954,YIELD - PADDY,Country Sources,1.34,t/Ha
BANGLADESH,Comilla,1953,YIELD - PADDY,Country Sources,1.46,t/Ha
BANGLADESH,Comilla,1952,YIELD - PADDY,Country Sources,1.30,t/Ha
BANGLADESH,Comilla,1951,YIELD - PADDY,Country Sources,1.29,t/Ha
BANGLADESH,Comilla,1950,YIELD - PADDY,Country Sources,1.44,t/Ha
BANGLADESH,Comilla,1949,YIELD - PADDY,Country Sources,1.29,t/Ha
BANGLADESH,Comilla,1948,YIELD - PADDY,Country Sources,1.46,t/Ha
BANGLADESH,Comilla,1947,YIELD - PADDY,Country Sources,1.32,t/Ha
BANGLADESH,Comilla,2015,YIELD - PADDY,Country Sources (BBS),2.95,t/Ha
BANGLADESH,Comilla,2014,YIELD - PADDY,Country Sources (BBS),2.92,t/Ha
BANGLADESH,Comilla,2013,YIELD - PADDY,Country Sources (BBS),3.04,t/Ha
BANGLADESH,Comilla,2012,YIELD - PADDY,Country Sources (BBS),3.00,t/Ha
BANGLADESH,Comilla,2011,YIELD - PADDY,Country Sources (BBS),3.05,t/Ha
BANGLADESH,Comilla,2010,YIELD - PADDY,Country Sources (BBS),3.02,t/Ha
BANGLADESH,Comilla,2009,YIELD - PADDY,Country Sources (BBS),2.94,t/Ha
BANGLADESH,Comilla,2008,YIELD - PADDY,Country Sources (BBS),2.85,t/Ha
BANGLADESH,Comilla,2007,YIELD - PADDY,Country Sources (BBS),2.94,t/Ha
BANGLADESH,Dhaka,2006,PRODUCTION - PADDY,Country Sources,1731000.00,ton
BANGLADESH,Dhaka,2005,PRODUCTION - PADDY,Country Sources,1784890.50,ton
BANGLADESH,Dhaka,2004,PRODUCTION - PADDY,Country Sources,1769302.50,ton
BANGLADESH,Dhaka,2003,PRODUCTION - PADDY,Country Sources,1967115.00,ton
BANGLADESH,Dhaka,2002,PRODUCTION - PADDY,Country Sources,1894710.00,ton
BANGLADESH,Dhaka,2001,PRODUCTION - PADDY,Country Sources,1861770.00,ton
BANGLADESH,Dhaka,2000,PRODUCTION - PADDY,Country Sources,1759335.00,ton
BANGLADESH,Dhaka,1999,PRODUCTION - PADDY,Country Sources,1466415.00,ton
BANGLADESH,Dhaka,1998,PRODUCTION - PADDY,Country Sources,1155240.00,ton
BANGLADESH,Dhaka,1997,PRODUCTION - PADDY,Country Sources,1244685.00,ton
BANGLADESH,Dhaka,1996,PRODUCTION - PADDY,Country Sources,1241925.00,ton
BANGLADESH,Dhaka,1995,PRODUCTION - PADDY,Country Sources,1075380.00,ton
BANGLADESH,Dhaka,1994,PRODUCTION - PADDY,Country Sources,1247430.00,ton
BANGLADESH,Dhaka,1993,PRODUCTION - PADDY,Country Sources,1284735.00,ton
BANGLADESH,Dhaka,1992,PRODUCTION - PADDY,Country Sources,1326836.58,ton
BANGLADESH,Dhaka,1991,PRODUCTION - PADDY,Country Sources,1350825.00,ton
BANGLADESH,Dhaka,1990,PRODUCTION - PADDY,Country Sources,1379310.00,ton
BANGLADESH,Dhaka,1989,PRODUCTION - PADDY,Country Sources,1295352.00,ton
BANGLADESH,Dhaka,1988,PRODUCTION - PADDY,Country Sources,1029985.00,ton
BANGLADESH,Dhaka,1987,PRODUCTION - PADDY,Country Sources,1043478.00,ton
BANGLADESH,Dhaka,1986,PRODUCTION - PADDY,Country Sources,1184408.00,ton
BANGLADESH,Dhaka,1985,PRODUCTION - PADDY,Country Sources,1045549.00,ton
